Tag	SARG.Seq.ID	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S
multicomponent system	gi|1002397688|ref|WP_061380706.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1002995988|ref|WP_061440268.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1004367276|ref|WP_061537619.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1005290618|ref|WP_061584272.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1005724275|ref|WP_061708557.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1008917171|ref|WP_061874282.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1011916769|ref|WP_062729166.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1011931657|ref|WP_062740776.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1016069924|ref|WP_062914572.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1016088264|ref|WP_062932100.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1016092389|ref|WP_062936060.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1016094661|ref|WP_062937537.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1016518362|ref|WP_063098100.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1016930567|ref|WP_063133116.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1016932842|ref|WP_063135292.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1016936578|ref|WP_063138473.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1016954251|ref|WP_063154587.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1020118981|ref|WP_063252810.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1021306514|ref|WP_063328637.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1022650083|ref|WP_063408054.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1022654819|ref|WP_063412301.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1022656032|ref|WP_063413405.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1022678038|ref|WP_063433938.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1022680161|ref|WP_063435807.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1022697770|ref|WP_063448756.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1022698496|ref|WP_063449191.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1025824668|ref|WP_063558557.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1027678792|ref|WP_063617836.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1027725244|ref|WP_063658848.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1028091955|ref|WP_063849202.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1028099935|ref|WP_063856172.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1028103900|ref|WP_063859320.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1028174760|ref|WP_063922789.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1028177781|ref|WP_063925205.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1028186057|ref|WP_063931428.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1028188240|ref|WP_063933284.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1028199673|ref|WP_063943593.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1028890997|ref|WP_064056009.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1031818725|ref|WP_064146978.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1031828806|ref|WP_064155414.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1031832983|ref|WP_064159164.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1031862523|ref|WP_064180367.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1031872588|ref|WP_064187636.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1031874524|ref|WP_064189330.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1032317555|ref|WP_064192057.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1033026459|ref|WP_064342401.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1033056571|ref|WP_064367823.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1035707287|ref|WP_064548715.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1036665709|ref|WP_064719478.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1039419191|ref|WP_064785501.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1040476416|ref|WP_065101859.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1040984999|ref|WP_065184564.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1043200106|ref|WP_065355664.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1044060903|emb|SBZ86158.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1044254487|emb|SBY98128.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1045958069|emb|SCA71680.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1046455493|emb|SBW26801.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|1047306486|ref|WP_065708540.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|217322152|gb|EEC30576.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|26107304|gb|AAN79487.1|AE016758_91	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|283794392|gb|EFC33136.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|315927342|gb|EFV06686.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|325127650|gb|EGC50565.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|325143891|gb|EGC66203.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|325200764|gb|ADY96219.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|364569463|gb|EHM47085.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|365748673|gb|AEW72900.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|379983000|emb|CCF90717.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669093|ref|WP_000746439.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669094|ref|WP_000746440.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669097|ref|WP_000746443.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669099|ref|WP_000746445.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669101|ref|WP_000746447.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669102|ref|WP_000746448.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669104|ref|WP_000746450.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669106|ref|WP_000746452.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669107|ref|WP_000746453.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669108|ref|WP_000746454.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669109|ref|WP_000746455.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669112|ref|WP_000746458.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669114|ref|WP_000746460.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669115|ref|WP_000746461.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669117|ref|WP_000746463.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669119|ref|WP_000746465.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669120|ref|WP_000746466.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669122|ref|WP_000746468.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669123|ref|WP_000746469.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669127|ref|WP_000746473.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669128|ref|WP_000746474.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669129|ref|WP_000746475.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669132|ref|WP_000746478.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|446669137|ref|WP_000746483.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046950|ref|WP_001124206.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046951|ref|WP_001124207.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046952|ref|WP_001124208.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046953|ref|WP_001124209.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046954|ref|WP_001124210.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046955|ref|WP_001124211.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046956|ref|WP_001124212.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046958|ref|WP_001124214.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046959|ref|WP_001124215.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046960|ref|WP_001124216.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046961|ref|WP_001124217.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046962|ref|WP_001124218.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046963|ref|WP_001124219.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046964|ref|WP_001124220.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046965|ref|WP_001124221.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447046967|ref|WP_001124223.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124473|ref|WP_001201729.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124485|ref|WP_001201741.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124486|ref|WP_001201742.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124487|ref|WP_001201743.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124489|ref|WP_001201745.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124490|ref|WP_001201746.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124492|ref|WP_001201748.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124493|ref|WP_001201749.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124495|ref|WP_001201751.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124496|ref|WP_001201752.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124497|ref|WP_001201753.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124498|ref|WP_001201754.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124499|ref|WP_001201755.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124500|ref|WP_001201756.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124501|ref|WP_001201757.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124503|ref|WP_001201759.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124504|ref|WP_001201760.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
multicomponent system	gi|447124506|ref|WP_001201762.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__macA	macA	Efflux pump	ABC family antibiotic efflux pump		Yes	Yes	Yes
