Tag	SARG.Seq.ID	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S
	gi|690976387|ref|WP_031950771.1|	aminoglycoside	aminoglycoside__AAC(3)-Ia	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|691072069|ref|WP_032013222.1|	aminoglycoside	aminoglycoside__AAC(3)-Ia	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|730658257|ref|WP_034065477.1|	aminoglycoside	aminoglycoside__AAC(3)-Ia	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|927928807|gb|ALE32149.1|	aminoglycoside	aminoglycoside__AAC(3)-Ia	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	HM036080.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(3)-Ia	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	U12338.3.gene5.p01	aminoglycoside	aminoglycoside__AAC(3)-Ia	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gb|AAG15269.1|ARO:3002528|AAC(3)-Ia	aminoglycoside	aminoglycoside__AAC(3)-Ia	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|504869973|ref|WP_015057075.1|	aminoglycoside	aminoglycoside__AAC(3)-Ib	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|695737392|ref|WP_032663836.1|	aminoglycoside	aminoglycoside__AAC(3)-Ib	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	L06157.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(3)-Ib	AAC(3)-I	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	AF355189.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(3)-Ib/AAC(6')-Ib''	AAC(3)-Ib/AAC(6')-Ib''	Enzymatic inactivation	Acetyltransferases		Yes	Yes	Yes
	AJ511268.1.gene3.p01	aminoglycoside	aminoglycoside__AAC(3)-Ic	AAC(3)-Ic	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|489247580|ref|WP_003155734.1|	aminoglycoside	aminoglycoside__AAC(3)-Id	AAC(3)-Id	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|639206639|ref|WP_024544906.1|	aminoglycoside	aminoglycoside__AAC(3)-Id	AAC(3)-Id	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|746038505|ref|WP_039110078.1|	aminoglycoside	aminoglycoside__AAC(3)-Id	AAC(3)-Id	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	AY463797.7.gene13.p01	aminoglycoside	aminoglycoside__AAC(3)-Id	AAC(3)-Id	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	X13543.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(3)-IIa	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	M97172.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(3)-IIb	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	X54723.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(3)-IIc	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	AAA19915	aminoglycoside	aminoglycoside__AAC(3)-IId	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	JE0138	aminoglycoside	aminoglycoside__AAC(3)-IId	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	YP_001966247	aminoglycoside	aminoglycoside__AAC(3)-IId	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	AAB20442	aminoglycoside	aminoglycoside__AAC(3)-IIe	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	AAN34370	aminoglycoside	aminoglycoside__AAC(3)-IIe	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	ACI02996	aminoglycoside	aminoglycoside__AAC(3)-IIe	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|690685601|ref|WP_031944095.1|	aminoglycoside	aminoglycoside__AAC(3)-IIe	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gb|ABS70978.1|ARO:3004621|AAC(3)-IIe	aminoglycoside	aminoglycoside__AAC(3)-IIe	AAC(3)-II	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	X55652.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(3)-IIIa	AAC(3)-IIIa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gb|KSC15183.1|ARO:3002537|AAC(3)-IIIb	aminoglycoside	aminoglycoside__AAC(3)-IIIb	AAC(3)-IIIb	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gb|AAA25683.1|ARO:3002538|AAC(3)-IIIc	aminoglycoside	aminoglycoside__AAC(3)-IIIc	AAC(3)-IIIc	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	ABB43029	aminoglycoside	aminoglycoside__AAC(3)-IV	AAC(3)-IV	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	AY216678.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(3)-IV	AAC(3)-IV	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gi|446015186|ref|WP_000093041.1|	aminoglycoside	aminoglycoside__AAC(3)-IV	AAC(3)-IV	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	X01385.gene.p01	aminoglycoside	aminoglycoside__AAC(3)-IV	AAC(3)-IV	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	M55427.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(3)-IXa	AAC(3)-IXa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	NC_009838.1.5616796.p01	aminoglycoside	aminoglycoside__AAC(3)-VIa	AAC(3)-VIa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	M88012.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(3)-VIa	AAC(3)-VIa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	M22999.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(3)-VIIa	AAC(3)-VIIa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	CAF33325	aminoglycoside	aminoglycoside__AAC(3)-VIIIa	AAC(3)-VIIIa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	CAG34024	aminoglycoside	aminoglycoside__AAC(3)-VIIIa	AAC(3)-VIIIa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	CAH58703	aminoglycoside	aminoglycoside__AAC(3)-VIIIa	AAC(3)-VIIIa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	M55426.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(3)-VIIIa	AAC(3)-VIIIa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	AB028210.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(3)-Xa	AAC(3)-Xa	Enzymatic inactivation	Acetyltransferases	AAC(3)	Yes	Yes	Yes
	gb|WP_064190968.1|ARO:3002583|AAC(6')-29a	aminoglycoside	aminoglycoside__AAC(6')-29a	AAC(6')-29a	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|WP_064190969.1|ARO:3002584|AAC(6')-29b	aminoglycoside	aminoglycoside__AAC(6')-29b	AAC(6')-29b	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AJ584652.2.gene5.p01	aminoglycoside	aminoglycoside__AAC(6')-30/AAC(6')-Ib' fusion protein	AAC(6')-30/AAC(6')-Ib' fusion protein	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AM283489.1.gene3.p01	aminoglycoside	aminoglycoside__AAC(6')-31	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AM283490.1.gene4.p01	aminoglycoside	aminoglycoside__AAC(6')-31	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gi|939369456|ref|WP_054914207.1|	aminoglycoside	aminoglycoside__AAC(6')-31	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gi|950181216|ref|WP_057228652.1|	aminoglycoside	aminoglycoside__AAC(6')-31	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gi|950228232|ref|WP_057272322.1|	aminoglycoside	aminoglycoside__AAC(6')-31	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gi|959688383|ref|WP_058124867.1|	aminoglycoside	aminoglycoside__AAC(6')-31	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	EF614235.1.gene3.p01	aminoglycoside	aminoglycoside__AAC(6')-32	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	JN596280.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-33	AAC(6')-33	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|APB03223.1|ARO:3003989|AAC(6')-34	aminoglycoside	aminoglycoside__AAC(6')-34	AAC(6')-34	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AY289608.1.gene3.p01	aminoglycoside	aminoglycoside__AAC(6')-I30	AAC(6')-I30	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AAG45714	aminoglycoside	aminoglycoside__AAC(6')-Ia	AAC(6')-Ia	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AB061794.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-Ia	AAC(6')-Ia	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|AAL20537.1|ARO:3002571|AAC(6')-Iaa	aminoglycoside	aminoglycoside__AAC(6')-Iaa	AAC(6')-Iaa	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AB119105.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Iad	AAC(6')-Iad	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AB104852.1.gene3.p01	aminoglycoside	aminoglycoside__AAC(6')-Iae	AAC(6')-Iae	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AB462903.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-Iaf	AAC(6')-Iaf	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|BAN78519.1|ARO:3004638|AAC(6')-Iag	aminoglycoside	aminoglycoside__AAC(6')-Iag	AAC(6')-Iag	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	EU886977.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-Iai	AAC(6')-Iai	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|BAM46120.1|ARO:3003677|AAC(6')-Iaj	aminoglycoside	aminoglycoside__AAC(6')-Iaj	AAC(6')-Iaj	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|BAO21229.1|ARO:3003199|AAC(6')-Iak	aminoglycoside	aminoglycoside__AAC(6')-Iak	AAC(6')-Iak	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|BAQ22025.1|ARO:3003200|AAC(6')-Ian	aminoglycoside	aminoglycoside__AAC(6')-Ian	AAC(6')-Ian	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	JQ808129.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib	AAC(6')-Ib	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|AAT74613.1|ARO:3003676|AAC(6')-Ib'	aminoglycoside	aminoglycoside__AAC(6')-Ib'	AAC(6')-Ib'	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	ABC54722	aminoglycoside	aminoglycoside__AAC(6')-Ib10	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	M23634.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(6')-Ib10	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	U59183.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib10	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AY136758.1.gene3.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib11	AAC(6')-Ib11	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF318077.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib3	AAC(6')-Ib3	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF231133.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib4	AAC(6')-Ib4	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AAK51920	aminoglycoside	aminoglycoside__AAC(6')-Ib7	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AAT70791	aminoglycoside	aminoglycoside__AAC(6')-Ib7	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	ABG77519	aminoglycoside	aminoglycoside__AAC(6')-Ib7	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF479774.1.gene5.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib7	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	NP_863005	aminoglycoside	aminoglycoside__AAC(6')-Ib7	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	YP_002791392	aminoglycoside	aminoglycoside__AAC(6')-Ib7	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|AKN19287.1|ARO:3002578|AAC(6')-Ib7	aminoglycoside	aminoglycoside__AAC(6')-Ib7	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|AIK02012.1|ARO:3002579|AAC(6')-Ib8	aminoglycoside	aminoglycoside__AAC(6')-Ib8	AAC(6')-Ib8	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AB715422.1.gene3.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib9	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF043381.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib9	AAC(6')-Ib7-9-10	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	DQ303918.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib-cr	AAC(6')-Ib-cr	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	FJ503047.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib-Hangzhou	AAC(6')-Ib-Hangzhou	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AB164230.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib-SK	AAC(6')-Ib-SK	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	EU085533.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ib-Suzhou	AAC(6')-Ib-Suzhou	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	M94066.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ic	AAC(6')-Ic	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	BAH18719	aminoglycoside	aminoglycoside__AAC(6')-Ie-APH(2'')-Ia	AAC(6')-Ie-APH(2'')-Ia	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	CAD60196	aminoglycoside	aminoglycoside__AAC(6')-Ie-APH(2'')-Ia	AAC(6')-Ie-APH(2'')-Ia	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|AAA88548.1|ARO:3002597|AAC(6')-Ie-APH(2'')-Ia	aminoglycoside	aminoglycoside__AAC(6')-Ie-APH(2'')-Ia	AAC(6')-Ie-APH(2'')-Ia	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	X55353.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-If	AAC(6')-If	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	ZP_03822933	aminoglycoside	aminoglycoside__AAC(6')-Ig	AAC(6')-Ig	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	L09246.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ig	AAC(6')-Ig	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	L29044.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ih	AAC(6')-Ih	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	L12710.gene.p01	aminoglycoside	aminoglycoside__AAC(6')-Ii	AAC(6')-Ii	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	M29695.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-IIa	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gi|638916062|ref|WP_024437054.1|	aminoglycoside	aminoglycoside__AAC(6')-IIa	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gi|959843707|ref|WP_058131000.1|	aminoglycoside	aminoglycoside__AAC(6')-IIa	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gi|959846751|ref|WP_058132760.1|	aminoglycoside	aminoglycoside__AAC(6')-IIa	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	L06163.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-IIb	AAC(6')-IIb	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF162771.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-IIc	AAC(6')-IIa-32	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AJ584700.2.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Iid	AAC(6')-Iid	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AJ584701.2.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Iih	AAC(6')-Iih	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	L29045.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ij	AAC(6')-Ij	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	L29510.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Ik	AAC(6')-Ik	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|AAA90937.1|ARO:3004635|AAC(6')-Il	aminoglycoside	aminoglycoside__AAC(6')-Il	AAC(6')-Il	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF337947.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-Im	AAC(6')-Im	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	Z54241.1.gene2.p01	aminoglycoside	aminoglycoside__AAC(6')-Ip	AAC(6')-Ip	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF047556.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Iq	AAC(6')-Iq	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF031326.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(6')-Ir	AAC(6')-Ir	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF031327.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(6')-Is	AAC(6')-Is	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AB116646.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Isa	AAC(6')-Isa	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF031328.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(6')-It	AAC(6')-It	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF031329.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(6')-Iu	AAC(6')-Iu	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF031330.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(6')-Iv	AAC(6')-Iv	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF031331.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(6')-Iw	AAC(6')-Iw	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF031332.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(6')-Ix	AAC(6')-Ix	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF144880.1.gene1.p01	aminoglycoside	aminoglycoside__AAC(6')-Iy	AAC(6')-Iy	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AF140221.1.gene1.p1	aminoglycoside	aminoglycoside__AAC(6')-Iz	AAC(6')-Iz	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	gb|AEA07977.1|ARO:3004641|aacA43	aminoglycoside	aminoglycoside__aacA43	aacA43	Enzymatic inactivation	Acetyltransferases	AAC(6')	Yes	Yes	Yes
	AY712687.1.gene1.p01	aminoglycoside	aminoglycoside__aad(6)	ANT(6)	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes
	AJ489618.1.orf2.gene.p01	aminoglycoside	aminoglycoside__aad(6)	ANT(6)	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes
	AM410044.gene9.p01	aminoglycoside	aminoglycoside__aad(6)	ANT(6)	Enzymatic inactivation	Nucleotidyltransferases (Adenylyltransferases)	ANT(6)	Yes	Yes	Yes
